OrderID_SK,ProductID_SK,CustomerID_SK,LocationID_SK,DateID_SK,Sales,Quantity,Discount,Profit,unit_price
50,98,47,27,49,95.976,3,0.2,-10.7973,31.992
50,99,47,27,49,1.788,3,0.8,-3.0396,0.596
51,100,48,39,50,23.92,4,0.0,11.7208,5.98
52,101,49,43,51,238.896,6,0.2,-26.8758,39.815999999999995
52,102,49,43,51,102.36,3,0.2,-3.8385,34.12
52,103,49,43,51,36.882,3,0.7,-25.8174,12.293999999999999
53,104,50,44,52,74.112,8,0.2,17.6016,9.264
53,105,50,44,52,27.992,1,0.2,2.0994,27.992
53,106,50,44,52,3.304,1,0.2,1.0738,3.304
54,107,51,45,53,339.96,5,0.2,67.992,67.99199999999999
55,108,52,46,54,41.96,2,0.0,10.9096,20.98
56,109,53,47,55,75.96,2,0.0,22.788,37.98
56,110,53,47,55,27.24,6,0.0,13.3476,4.54
57,111,54,48,56,40.096,14,0.2,14.5348,2.864
57,112,54,48,56,4.72,2,0.2,1.652,2.36
57,113,54,48,56,23.976,3,0.2,7.4925,7.992
57,114,54,48,56,130.464,6,0.2,44.0316,21.744
58,115,55,6,57,787.53,3,0.0,165.3813,262.51
59,116,56,49,58,157.794,1,0.7,-115.7156,157.794
60,117,57,50,2,47.04,3,0.0,18.3456,15.68
60,9,57,50,2,30.84,4,0.0,13.878,7.71
60,118,57,50,2,226.56,6,0.0,63.4368,37.76
60,119,57,50,2,115.02,9,0.0,51.759,12.78
60,120,57,50,2,68.04,7,0.0,19.7316,9.72
61,121,58,17,59,600.558,3,0.3,-8.5794,200.186
62,122,59,51,60,617.7,6,0.5,-407.682,102.95
63,123,60,52,61,2.388,2,0.7,-1.8308,1.194
63,124,60,52,61,243.992,7,0.2,30.499,34.856
64,65,61,26,62,81.424,2,0.2,-9.1602,40.712
64,125,61,26,62,238.56,3,0.0,26.2416,79.52
65,126,62,48,63,59.97,5,0.4,-11.994,11.994
65,127,62,48,63,78.304,2,0.2,29.364,39.152
65,128,62,48,63,21.456,9,0.2,6.9732,2.384
66,129,63,53,64,20.04,3,0.0,9.6192,6.68
66,130,63,53,64,35.44,1,0.0,16.6568,35.44
66,131,63,53,64,11.52,4,0.0,3.456,2.88
66,132,63,53,64,4.02,2,0.0,1.9698,2.01
66,133,63,53,64,76.176,3,0.2,26.6616,25.392
66,134,63,53,64,65.88,6,0.0,18.4464,10.979999999999999
66,51,63,53,64,43.12,14,0.0,20.6976,3.0799999999999996
67,29,64,12,65,82.8,2,0.2,10.35,41.4
68,135,65,35,66,8.82,3,0.0,2.3814,2.94
68,136,65,35,66,10.86,3,0.0,5.1042,3.6199999999999997
68,137,65,35,66,143.7,3,0.0,68.976,47.9
69,138,66,54,67,839.43,3,0.0,218.2518,279.81
70,83,67,55,68,671.93,7,0.0,20.1579,95.99
71,139,68,56,69,93.888,4,0.2,12.9096,23.472
72,140,69,57,6,384.45,11,0.0,103.8015,34.949999999999996
72,141,69,57,6,149.97,3,0.0,5.9988,49.99
72,2,69,57,6,1951.84,8,0.0,585.552,243.98
72,142,69,57,6,171.55,5,0.0,80.6285,34.31
73,143,70,58,70,157.92,5,0.2,17.766,31.583999999999996
73,144,70,58,70,203.184,2,0.2,15.2388,101.592
74,145,71,59,71,58.38,7,0.0,26.271,8.34
74,146,71,59,71,105.52,4,0.0,48.5392,26.38
74,147,71,59,71,80.88,6,0.0,21.0288,13.479999999999999
75,148,72,60,72,6.63,3,0.0,1.7901,2.21
76,121,73,61,73,457.568,2,0.2,51.4764,228.784
77,149,74,62,74,14.62,2,0.0,6.8714,7.31
77,150,74,62,74,944.93,7,0.0,236.2325,134.98999999999998
78,151,75,63,75,5.98,1,0.0,2.691,5.98
79,152,76,64,76,54.384,2,0.2,1.3596,27.192
80,153,77,65,77,28.4,5,0.0,13.348,5.68
81,154,78,61,78,27.68,2,0.2,9.688,13.84
82,155,79,66,79,9.936,3,0.2,2.7324,3.312
82,156,79,66,79,8159.952,8,0.4,-1359.992,1019.994
82,157,79,66,79,275.928,3,0.2,-58.6347,91.976
82,158,79,66,79,1740.06,9,0.3,-24.858,193.34
82,159,79,66,79,32.064,6,0.2,6.8136,5.344
82,160,79,66,79,177.98,5,0.8,-453.849,35.596
82,161,79,66,79,143.976,3,0.2,8.9985,47.992
83,162,80,26,80,20.94,3,0.0,9.8418,6.98
83,163,80,26,80,110.96,2,0.0,53.2608,55.48
83,164,80,26,80,340.144,7,0.2,21.259,48.592
84,165,81,37,81,52.448,2,0.8,-131.12,26.224
84,166,81,37,81,20.16,4,0.2,6.552,5.04
85,167,82,67,82,97.264,4,0.8,-243.16,24.316
86,168,33,56,83,396.802,7,0.3,-11.3372,56.686
86,169,33,56,83,15.88,5,0.2,-3.7715,3.176
87,170,83,30,84,3.28,1,0.0,1.4104,3.28
88,171,84,68,30,24.816,2,0.2,1.8612,12.408
88,172,84,68,30,408.744,7,0.2,76.6395,58.392
89,173,85,69,85,503.96,4,0.0,131.0296,125.99
89,174,85,69,85,149.95,5,0.0,41.986,29.99
89,175,85,69,85,29.0,2,0.0,7.25,14.5
90,176,86,70,86,7.16,2,0.0,3.4368,3.58
91,177,87,4,87,176.8,8,0.0,22.984,22.1
92,178,88,71,88,37.224,3,0.2,3.7224,12.408
92,145,88,71,88,20.016,3,0.2,6.255,6.672
93,179,89,46,89,899.136,4,0.2,112.392,224.784
93,180,89,46,89,71.76,6,0.0,20.0928,11.96
93,181,89,46,89,51.84,8,0.0,24.8832,6.48
93,38,89,46,89,626.352,3,0.2,46.9764,208.784
93,182,89,46,89,19.9,5,0.0,6.567,3.9799999999999995
94,30,90,72,90,14.28,7,0.0,6.7116,2.04
95,183,91,73,91,7.408,2,0.2,1.2038,3.704
95,184,91,73,91,6.048,3,0.2,1.5876,2.016
96,185,92,74,45,46.26,3,0.0,12.0276,15.42
97,186,93,75,92,2.946,2,0.7,-2.2586,1.473
97,187,93,75,92,16.056,3,0.2,5.8203,5.352
98,188,94,76,93,21.744,3,0.2,6.795,7.248
99,189,95,77,94,218.75,2,0.5,-161.875,109.375
99,190,95,77,94,2.6,1,0.2,0.2925,2.6
100,191,96,78,95,66.284,2,0.8,-178.9668,33.142
101,192,97,79,96,35.168,7,0.2,9.6712,5.024
102,193,98,80,35,444.768,4,0.2,44.4768,111.192
103,194,99,81,97,83.92,4,0.0,5.8744,20.98
103,195,99,81,97,131.98,2,0.0,35.6346,65.99
103,123,99,81,97,15.92,4,0.0,7.4824,3.98
103,196,99,81,97,52.29,9,0.0,16.2099,5.81
103,197,99,81,97,91.99,1,0.0,3.6796,91.99
104,198,100,78,98,20.8,2,0.2,6.5,10.4
105,199,101,82,99,23.68,2,0.2,8.88,11.84
105,200,101,82,99,452.45,5,0.5,-244.323,90.49
105,105,101,82,99,62.982,3,0.4,-14.6958,20.994
105,201,101,82,99,1188.0,9,0.7,-950.4,132.0
105,202,101,82,99,89.584,2,0.2,4.4792,44.792
106,178,102,4,100,93.06,6,0.0,26.0568,15.51
106,203,102,4,100,302.376,3,0.2,22.6782,100.79199999999999
107,204,103,83,101,5.584,2,0.2,1.8148,2.792
107,205,103,83,101,22.704,6,0.2,8.2302,3.7840000000000003
107,92,103,83,101,19.776,4,0.7,-13.8432,4.944
107,206,103,83,101,72.704,4,0.2,19.0848,18.176
107,207,103,83,101,479.988,4,0.7,-383.9904,119.997
107,208,103,83,101,27.168,2,0.2,2.7168,13.584
108,209,104,84,102,2.2,1,0.0,0.968,2.2
108,210,104,84,102,622.45,5,0.0,136.939,124.49000000000001
108,211,104,84,102,21.98,1,0.0,0.2198,21.98
109,212,105,85,103,161.568,2,0.2,-28.2744,80.784
109,213,105,85,103,389.696,8,0.2,43.8408,48.712
110,214,106,44,104,18.648,7,0.7,-12.432,2.664
111,215,38,86,105,233.86,2,0.45,-102.048,116.93
111,216,38,86,105,620.6145,3,0.45,-248.2458,206.8715
111,214,38,86,105,5.328,2,0.7,-3.552,2.664
111,217,38,86,105,258.072,3,0.2,0.0,86.024
111,218,38,86,105,617.976,3,0.2,-7.7247,205.992
112,219,107,87,106,10.56,2,0.0,4.752,5.28
113,220,108,27,31,25.92,5,0.2,9.396,5.184
113,221,108,27,31,419.68,5,0.6,-356.728,83.936
113,222,108,27,31,11.688,3,0.6,-4.6752,3.8960000000000004
113,223,108,27,31,31.984,2,0.2,11.1944,15.992
113,224,108,27,31,177.225,5,0.5,-120.513,35.445
113,225,108,27,31,4.044,3,0.6,-2.8308,1.3479999999999999
113,183,108,27,31,7.408,2,0.2,1.2038,3.704
114,121,109,88,107,2001.86,7,0.0,580.5394,285.97999999999996
114,226,109,88,107,166.72,2,0.0,41.68,83.36
114,227,109,88,107,47.88,6,0.0,23.94,7.98
114,228,109,88,107,1503.25,5,0.0,496.0725,300.65
114,181,109,88,107,25.92,4,0.0,12.4416,6.48
115,229,110,10,108,321.568,2,0.2,28.1372,160.784
116,230,111,89,109,7.61,1,0.0,3.5767,7.61
116,218,111,89,109,3347.37,13,0.0,636.0003,257.49
117,231,112,24,108,80.58,6,0.0,22.5624,13.43
117,232,112,24,108,361.92,4,0.0,162.864,90.48
118,225,113,37,110,12.132,9,0.6,-8.4924,1.3479999999999999
118,233,113,37,110,82.368,2,0.2,-19.5624,41.184
118,147,113,37,110,53.92,5,0.2,4.044,10.784
118,234,113,37,110,647.904,6,0.2,56.6916,107.984
119,235,114,30,97,20.37,3,0.0,6.9258,6.79
119,236,114,30,97,221.55,3,0.0,6.6465,73.85000000000001
119,237,114,30,97,17.52,5,0.2,6.132,3.504
120,238,115,90,111,1.624,2,0.8,-4.466,0.812
121,156,116,67,112,3059.982,3,0.4,-509.997,1019.994
121,239,116,67,112,2519.958,7,0.4,-251.9958,359.994
122,240,117,27,113,328.224,4,0.2,28.7196,82.056
123,241,118,91,114,79.9,2,0.0,35.156,39.95
124,242,119,92,115,14.016,3,0.2,4.7304,4.672
125,243,39,93,116,7.56,6,0.0,0.3024,1.26
126,244,120,94,35,37.208,1,0.2,-7.4416,37.208
126,245,120,94,35,57.576,3,0.2,21.591,19.192
127,246,121,95,117,725.84,4,0.0,210.4936,181.46
128,247,67,10,118,209.93,7,0.0,92.3692,29.990000000000002
128,248,67,10,118,5.28,3,0.0,2.3232,1.76
128,249,67,10,118,10.92,3,0.2,4.095,3.64
129,250,122,96,119,8.82,2,0.0,4.0572,4.41
129,251,122,96,119,5.98,1,0.0,1.5548,5.98
130,252,123,12,120,11.648,2,0.2,4.0768,5.824
130,253,123,12,120,18.176,4,0.2,5.9072,4.544
130,254,123,12,120,59.712,6,0.2,5.9712,9.952
130,255,123,12,120,24.84,3,0.2,8.694,8.28
131,256,57,33,121,2.08,5,0.8,-3.432,0.41600000000000004
131,257,57,33,121,1114.4,7,0.2,376.11,159.20000000000002
132,258,124,26,122,1038.84,5,0.2,51.942,207.76799999999997
133,259,15,41,121,141.76,5,0.2,47.844,28.351999999999997
133,260,15,41,121,239.8,5,0.2,47.96,47.96
133,261,15,41,121,31.104,6,0.2,10.8864,5.184
134,262,125,97,123,254.058,7,0.7,-169.372,36.294
134,167,125,97,123,194.528,2,0.2,24.316,97.264
134,263,125,97,123,961.48,5,0.2,-204.3145,192.296
135,264,126,48,74,19.096,7,0.2,6.6836,2.728
135,265,126,48,74,18.496,8,0.2,6.2424,2.312
135,266,126,48,74,255.984,2,0.2,54.3966,127.992
135,267,126,48,74,86.97,3,0.5,-48.7032,28.99
136,268,127,98,59,300.416,8,0.2,78.8592,37.552
136,269,127,98,59,230.352,3,0.2,20.1558,76.784
136,270,127,98,59,218.352,3,0.2,-24.5646,72.784
136,271,127,98,59,78.6,5,0.7,-62.88,15.719999999999999
136,272,127,98,59,27.552,3,0.2,9.2988,9.184
137,273,64,99,100,32.4,5,0.0,15.552,6.4799999999999995
137,274,64,99,100,1082.48,8,0.0,10.8248,135.31
137,275,64,99,100,56.91,3,0.0,27.3168,18.97
137,276,64,99,100,77.6,4,0.0,38.024,19.4
137,277,64,99,100,14.28,1,0.0,6.5688,14.28
138,278,102,37,124,219.075,3,0.5,-131.445,73.02499999999999
139,279,128,24,125,26.8,2,0.0,12.864,13.4
140,280,34,100,126,9.84,3,0.0,2.8536,3.28
141,281,129,101,107,45.48,3,0.0,20.9208,15.159999999999998
141,282,129,101,107,289.2,6,0.0,83.868,48.199999999999996
142,283,130,102,5,4.89,1,0.0,2.0049,4.89
143,284,131,103,127,15.136,4,0.2,3.5948,3.784
143,285,131,103,127,466.768,2,0.2,52.5114,233.384
143,286,131,103,127,15.232,1,0.2,1.7136,15.232
143,287,131,103,127,6.264,3,0.2,2.0358,2.088
144,288,132,104,128,87.54,3,0.0,37.6422,29.180000000000003
145,289,133,105,129,178.384,2,0.2,22.298,89.192
145,290,133,105,129,15.552,3,0.2,5.4432,5.184
146,291,134,106,130,99.136,4,0.2,8.6744,24.784
147,292,135,24,131,135.882,1,0.1,24.1568,135.882
147,293,135,24,131,3991.98,2,0.0,1995.99,1995.99
147,41,135,24,131,275.94,6,0.0,80.0226,45.99
147,294,135,24,131,360.0,4,0.0,129.6,90.0
147,124,135,24,131,43.57,1,0.0,13.071,43.57
148,295,136,107,112,7.16,2,0.0,3.58,3.58
149,271,137,108,132,251.52,6,0.2,81.744,41.92
149,296,137,108,132,99.99,1,0.0,34.9965,99.99
150,297,138,109,133,15.992,1,0.2,0.9995,15.992
151,298,139,106,134,290.898,3,0.4,-67.8762,96.96600000000001
151,299,139,106,134,54.224,2,0.2,3.389,27.112
151,300,139,106,134,786.744,4,0.3,-258.5016,196.686
151,301,139,106,134,100.24,10,0.2,33.831,10.024
151,302,139,106,134,37.764,6,0.7,-27.6936,6.2940000000000005
152,303,140,64,135,82.8,2,0.4,-20.7,41.4
152,304,140,64,135,20.724,2,0.7,-13.816,10.362
152,305,140,64,135,4.896,3,0.7,-3.4272,1.632
153,306,141,63,136,4.752,1,0.2,1.6038,4.752
153,307,141,63,136,959.984,2,0.2,335.9944,479.992
153,308,141,63,136,14.368,4,0.2,4.49,3.592
154,309,142,35,137,7.712,2,0.2,2.7956,3.856
154,310,142,35,137,698.352,3,0.2,-17.4588,232.784
155,311,108,110,138,4.96,4,0.0,2.3312,1.24
156,312,64,12,139,17.856,4,0.2,1.116,4.464
156,14,64,12,139,509.97,10,0.7,-407.976,50.997
156,128,64,12,139,30.992,13,0.2,10.0724,2.384
156,313,64,12,139,71.928,12,0.4,8.3916,5.994
157,18,80,111,140,88.8,4,0.2,-2.22,22.2
158,126,143,35,141,47.976,3,0.2,4.7976,15.991999999999999
159,184,144,112,142,7.56,3,0.0,3.0996,2.52
159,34,144,112,142,24.56,2,0.0,11.5432,12.28
159,314,144,112,142,12.96,2,0.0,4.1472,6.48
160,235,145,30,143,6.79,1,0.0,2.3086,6.79
160,315,145,30,143,24.56,2,0.0,11.5432,12.28
160,316,145,30,143,3.048,1,0.2,1.0668,3.048
160,315,145,30,143,49.12,4,0.0,23.0864,12.28
160,317,145,30,143,4355.168,4,0.2,1415.4296,1088.792
161,318,146,46,144,388.704,6,0.2,-4.8588,64.784
161,319,146,46,144,8.26,2,0.0,3.7996,4.13
161,320,146,46,144,17.04,4,0.0,6.9864,4.26
161,321,146,46,144,34.4,5,0.0,15.824,6.88
162,188,97,44,132,36.24,5,0.2,11.325,7.248
163,322,147,113,145,647.84,8,0.0,168.4384,80.98
163,323,147,113,145,20.7,2,0.0,9.936,10.35
164,323,148,30,146,20.7,2,0.0,9.936,10.35
164,324,148,30,146,488.646,3,0.1,86.8704,162.882
164,325,148,30,146,5.56,2,0.0,1.4456,2.78
164,326,148,30,146,47.12,8,0.0,20.7328,5.89
165,46,149,10,147,211.96,4,0.0,8.4784,52.99
166,327,150,114,148,23.2,4,0.0,10.44,5.8
166,328,150,114,148,7.36,2,0.0,0.1472,3.68
166,329,150,114,148,104.79,7,0.0,29.3412,14.97
166,38,150,114,148,1043.92,4,0.0,271.4192,260.98
167,330,151,115,149,25.92,5,0.2,9.396,5.184
167,331,151,115,149,53.424,3,0.2,4.6746,17.808
168,305,152,116,150,8.16,5,0.7,-5.712,1.6320000000000001
168,332,152,116,150,1023.936,8,0.2,179.1888,127.992
168,333,152,116,150,9.24,1,0.2,0.924,9.24
168,334,152,116,150,479.04,10,0.2,-29.94,47.904
169,335,153,117,151,99.136,4,0.2,30.98,24.784
170,336,154,118,152,1488.424,7,0.3,-297.6848,212.632
171,337,155,15,153,8.652,3,0.8,-20.3322,2.884
171,338,155,15,153,23.832,3,0.2,2.6811,7.944
171,339,155,15,153,12.176,4,0.8,-18.8728,3.044
172,340,156,10,100,50.96,7,0.0,25.48,7.28
172,341,156,10,100,49.536,3,0.2,17.3376,16.512
173,342,157,100,154,41.9,2,0.0,8.799,20.95
174,343,158,119,155,375.4575,3,0.45,-157.0095,125.15249999999999
174,344,158,119,155,83.976,3,0.2,-1.0497,27.992
175,345,159,12,156,482.34,4,0.7,-337.638,120.585
175,346,159,12,156,2.96,1,0.2,0.777,2.96
176,347,160,94,157,2.624,1,0.2,0.4264,2.624
177,348,161,30,158,23.36,4,0.2,7.884,5.84
177,85,161,30,158,39.98,2,0.0,13.5932,19.99
178,349,162,120,159,246.384,2,0.2,27.7182,123.192
178,350,162,120,159,1799.97,3,0.0,701.9883,599.99
179,351,163,121,160,12.462,3,0.8,-20.5623,4.154
180,352,164,122,161,75.792,3,0.2,25.5798,25.264
181,353,165,123,162,49.96,2,0.0,9.4924,24.98
181,354,165,123,162,12.96,2,0.0,6.2208,6.48
182,355,7,31,90,70.12,4,0.0,21.036,17.53
183,356,166,67,163,35.952,3,0.2,3.5952,11.984
183,27,166,67,163,2396.2656,4,0.32,-317.1528,599.0664
183,357,166,67,163,131.136,4,0.2,-32.784,32.784
183,358,166,67,163,57.584,2,0.2,0.7198,28.792
184,359,167,124,164,9.568,2,0.2,3.4684,4.784
185,360,71,125,165,39.072,6,0.2,9.768,6.5120000000000005
186,361,168,24,166,35.91,3,0.0,9.6957,11.969999999999999
187,358,169,95,167,179.95,5,0.0,37.7895,35.989999999999995
187,362,169,95,167,1199.976,3,0.2,434.9913,399.992
187,363,169,95,167,27.15,5,0.0,13.3035,5.43
187,364,169,95,167,1004.024,7,0.2,-112.9527,143.432
187,365,169,95,167,9.68,1,0.0,4.6464,9.68
187,366,169,95,167,28.35,9,0.0,13.608,3.1500000000000004
187,315,169,95,167,55.98,1,0.0,27.4302,55.98
187,367,169,95,167,1336.829,13,0.15,31.4548,102.833
187,368,169,95,167,113.568,2,0.2,-18.4548,56.784
188,369,170,60,133,139.86,7,0.0,65.7342,19.98
188,269,170,60,133,307.136,4,0.2,26.8744,76.784
189,370,171,126,93,95.92,8,0.0,25.8984,11.99
190,371,172,26,168,383.8,5,0.2,38.38,76.76
191,372,147,127,45,5.78,1,0.0,2.8322,5.78
192,373,134,63,169,9.32,4,0.0,2.7028,2.33
192,374,134,63,169,15.25,1,0.0,7.015,15.25
193,375,33,128,170,196.752,6,0.2,56.5662,32.792
194,376,173,129,16,56.56,4,0.0,14.7056,14.14
194,377,173,129,16,32.7,3,0.0,8.502,10.9
195,378,174,130,171,866.4,4,0.0,225.264,216.6
196,379,26,131,52,28.4,2,0.0,11.076,14.2
196,380,26,131,52,287.92,8,0.0,138.2016,35.99
197,381,175,132,172,69.99,1,0.0,30.0957,69.99
198,382,176,66,173,6.672,6,0.2,0.5004,1.1119999999999999
199,383,177,133,174,189.588,2,0.7,-145.3508,94.794
199,172,177,133,174,408.744,7,0.2,76.6395,58.392
199,172,177,133,174,291.96,5,0.2,54.7425,58.391999999999996
199,384,177,133,174,4.768,2,0.2,-0.7748,2.384
200,385,73,112,113,714.3,5,0.0,207.147,142.85999999999999
201,386,178,134,175,4.812,2,0.7,-3.6892,2.406
201,387,178,134,175,247.8,5,0.2,-18.585,49.56
202,388,179,37,2,1007.979,3,0.3,43.1991,335.993
202,315,179,37,2,313.488,7,0.2,113.6394,44.784
203,389,180,33,176,31.872,8,0.2,11.5536,3.984
204,390,52,24,177,207.846,3,0.1,2.3094,69.282
205,391,8,84,65,12.22,1,0.0,3.666,12.22
205,392,8,84,65,194.94,3,0.0,23.3928,64.98
205,393,8,84,65,70.95,3,0.0,20.5755,23.650000000000002
205,394,8,84,65,91.36,4,0.0,42.0256,22.84
205,395,8,84,65,242.94,3,0.0,29.1528,80.98
205,396,8,84,65,22.05,7,0.0,10.584,3.15
206,397,181,135,178,2.91,1,0.0,1.3677,2.91
207,398,182,136,179,59.52,3,0.0,15.4752,19.84
207,399,182,136,179,161.94,3,0.0,9.7164,53.98
207,400,182,136,179,263.88,6,0.0,71.2476,43.98
207,401,182,136,179,30.48,3,0.0,7.9248,10.16
207,402,182,136,179,9.84,3,0.0,2.8536,3.28
207,403,182,136,179,35.12,4,0.0,9.1312,8.78
208,11,183,76,180,284.364,2,0.4,-75.8304,142.182
208,404,183,76,180,665.408,2,0.2,66.5408,332.704
209,405,176,137,181,63.88,4,0.0,24.9132,15.97
210,406,184,138,182,129.568,2,0.2,-24.294,64.784
211,407,174,68,183,747.558,3,0.3,-96.1146,249.186
211,408,174,68,183,8.928,2,0.2,3.348,4.464
212,409,99,61,84,103.92,4,0.0,36.372,25.98
212,410,99,61,84,899.91,9,0.0,377.9622,99.99
212,411,99,61,84,51.312,3,0.2,18.6006,17.104
213,326,185,52,184,23.56,5,0.2,7.068,4.712
213,412,185,52,184,1272.63,6,0.5,-814.4832,212.10500000000002
213,413,185,52,184,28.485,5,0.7,-20.889,5.697
213,414,185,52,184,185.376,2,0.2,-34.758,92.688
213,415,185,52,184,78.272,2,0.2,5.8704,39.136
214,270,186,139,185,254.744,7,0.6,-312.0614,36.392
215,416,104,140,186,205.3328,2,0.32,-36.2352,102.6664
